time_from_start,x,y,heading_degrees,longitudinal_velocity_mps,acceleration_mps2
0.0,0.0,0.0,0.0,3.0,0.0
0.6507936507936507,1.0,0.0,0.0,3.15,0.23048780487804868
0.9538239538239537,2.0,0.0,0.0,3.3,0.15726172465960658
1.2436790262877218,3.0,0.0,0.0,3.4499999999999997,0.12060989759370423
1.5214568040654997,4.0,0.0,0.0,3.5999999999999996,0.0985897197995917
1.7881234707321663,5.0,0.0,0.0,3.7499999999999996,0.0838868246265907
2.0445337271424227,6.0,0.0,0.0,3.8999999999999995,0.07336636124347529
2.2914473073893364,7.0,0.0,0.0,4.05,0.0654608113903769
2.5295425454845746,8.0,0.0,0.0,4.2,0.059299259570771694
2.759427602955839,9.0,0.0,0.0,4.3500000000000005,0.05435909963331656
2.9816498251780614,10.0,0.0,0.0,4.500000000000001,0.05030771847631118
3.1967035886189215,11.0,0.0,0.0,4.650000000000001,0.046923337069485746
3.405036921952255,12.0,0.0,0.0,4.800000000000002,0.044052385756216374
3.607057123972457,13.0,0.0,0.0,4.950000000000002,0.04158514679545888
3.8031355553450057,14.0,0.0,0.0,5.100000000000002,0.039441139506370536
3.993611745821196,15.0,0.0,0.0,5.250000000000003,0.0375599856838753
4.178796931006381,16.0,0.0,0.0,5.400000000000003,0.03589549874678304
4.358977111186561,17.0,0.0,0.0,5.550000000000003,0.03441174297865692
4.5344157076777885,18.0,0.0,0.0,5.700000000000004,0.03308033706437999
4.70535587861796,19.0,0.0,0.0,5.850000000000004,0.03187856643992203
4.872022545284627,19.9999999838,-0.00017999999902800002,-0.00018,6.000000000000004,0.030788034867609025
5.034624171300886,20.999999838,-0.0007199999727840004,-0.00054,6.150000000000005,0.02979368367852613
5.193354330031045,21.99999925480006,-0.0017999997628320129,-0.00108,6.300000000000005,0.028883066794154918
5.348393089720968,22.999997634800497,-0.0035999987908321702,-0.0018,6.4500000000000055,0.028045806933728205
5.4999082412361195,23.99999398980271,-0.006299995510333366,-0.0027,6.600000000000006,0.027273182282453397
5.6480563893842675,24.999986845611218,-0.010079986508647797,-0.0037800000000000004,6.750000000000006,0.026557808502395787
5.792983925616151,25.999974144838102,-0.015119965171330896,-0.00504,6.900000000000007,0.025893391372399866
5.934827897247357,26.99995314971157,-0.02159991982179411,-0.0064800000000000005,7.050000000000007,0.025274532403807722
6.073716786136245,27.99992034489093,-0.029699831248584677,-0.008100000000000001,7.200000000000007,0.024696574648061895
6.209771207904953,28.99987134029118,-0.03959966953287716,-0.0099,7.350000000000008,0.02415547932088906
6.343104541238286,29.99980077392113,-0.05147939008873713,-0.011880000000000002,7.500000000000008,0.023647726286837725
6.473823495486651,30.999702214740157,-0.06551892882873937,-0.014040000000000002,7.650000000000008,0.02317023318670577
6.602028623691779,31.9995680655396,-0.08189819636755358,-0.016380000000000002,7.800000000000009,0.02272028925498994
6.7278147872137914,32.99938946585616,-0.10079707117615025,-0.018900000000000004,7.950000000000009,0.0222955008043734
6.851271577337248,33.999156194925945,-0.1223953915993319,-0.021600000000000005,8.100000000000009,0.021893746045065852
6.972483698549369,34.998856574689185,-0.14687294664936035,-0.024480000000000005,8.250000000000009,0.021513137424933382
7.091531317596988,35.99847737285728,-0.1744094654885336,-0.027540000000000005,8.40000000000001,0.02115199006846223
7.208490381924473,36.99800370605538,-0.20518460551366635,-0.030780000000000005,8.55000000000001,0.020808795191865733
7.323432910660105,37.997418943055564,-0.23937793895555196,-0.03420000000000001,8.70000000000001,0.02048219760184571
7.436427260942591,38.996704608117504,-0.27716893790662894,-0.03780000000000001,8.85000000000001,0.020170976563951136
7.547538372053702,39.99584028445544,-0.3187369576902515,-0.041580000000000006,9.00000000000001,0.019874029465740236
7.656827989540041,40.99480351785248,-0.3642612184851664,-0.045540000000000004,9.150000000000011,0.019590357809384604
7.764354871260471,41.99356972044533,-0.4139207851190394,-0.04968,9.300000000000011,0.019319055154887486
7.870174977080577,42.99211207470489,-0.4678945449451489,-0.054,9.450000000000012,0.01905929670392697
7.974341643747244,43.990401437640685,-0.5263611837166838,-0.058499999999999996,9.600000000000012,0.018810330269410612
8.076905746311347,44.98840624525935,-0.5894991593734433,-0.06318,9.750000000000012,0.018571468420131566
8.177915847321447,45.98609241731029,-0.6574866736561507,-0.06804,9.900000000000013,0.018342081625739717
8.277418334883636,46.98342326235421,-0.7305016414640552,-0.07308,10.050000000000013,0.01812159225635043
8.37545755056991,47.98035938319302,-0.8087216578720228,-0.07830000000000001,10.200000000000014,0.01790946931487863
8.472075908057834,48.97685858270271,-0.8923239627238986,-0.08370000000000001,10.25338164251209,0.0063008928498038685
8.569604707322833,49.972875770113596,-0.9814854027195783,-0.08928000000000001,10.155852843247091,-0.011380781564132126
8.66807009624041,50.96836286778571,-1.0763823909139494,-0.09504000000000001,10.057387454329515,-0.011359551529271048
8.767499496225344,51.96326871853012,-1.1771908635466655,-0.10098000000000001,9.95795805434458,-0.011340679292624068
8.867921690669487,52.95753899353055,-1.2840862341225985,-0.10710000000000001,9.857535859900437,-0.011324208529017938
8.969366921426182,53.95111610092281,-1.397243344663787,-0.11340000000000001,9.756090629143742,-0.011310188516690222
9.071866994253792,54.94393909509329,-1.516836414054762,-0.11988000000000001,9.653590556316132,-0.011298674560874215
9.17545539425546,55.93594358676134,-1.643038983404292,-0.12654,9.550002156314465,-0.011289728471299842
9.28016741249713,56.92706165391391,-1.7760238583478622,-0.13338,9.445290138072794,-0.011283419100894686
9.38604028515449,57.9172217536649,-1.9159630482165724,-0.1404,9.339417265415435,-0.011279822954181666
9.493113346736509,58.908363742038716,-2.0487695197546634,-0.1332,9.232344203833415,-0.011279024875314297
9.601428199164214,59.90045884242129,-2.1742578132201986,-0.12582000000000002,9.12402935140571,-0.01128111882741923
9.711028898754899,60.89347427449739,-2.2922423531341285,-0.11826000000000002,9.014428651815026,-0.011286208776985196
9.821962163482514,61.887373153357366,-2.402537496276922,-0.11052000000000002,8.90349538708741,-0.011294409699526085
9.93427760326477,62.88211438893237,-2.504957583402017,-0.10260000000000002,8.791179947305155,-0.011305848725763882
10.048027976479066,63.8776525858336,-2.5993169947537904,-0.09450000000000003,8.677429574090858,-0.011320666451224959
10.163269476448804,64.87393794367546,-2.685430209476703,-0.08622000000000003,8.56218807412112,-0.011339018436614832
10.280062052288438,65.8709161579678,-2.763111869001103,-0.07776000000000004,8.445395498281487,-0.011361076931790977
10.398469769274987,66.86852832166707,-2.8321768444898447,-0.06912000000000004,8.326987781294937,-0.011387032862894534
10.518561214857064,67.86671082748158,-2.8924403084283976,-0.060300000000000055,8.20689633571286,-0.011417098130536329
10.640409957560006,68.86539527103095,-2.9437178104394883,-0.05130000000000007,8.085047593009918,-0.011451508277307416
10.764095067449102,69.86450835496531,-2.985825357401495,-0.04212000000000008,7.961362483120823,-0.011490525595887957
10.889701708538505,70.86397179415509,-3.0185794979478313,-0.032760000000000095,7.8357558420314195,-0.011534442765398828
11.017321815667922,71.86370222206747,-3.041797411422374,-0.02322000000000011,7.708135734902003,-0.011583587124406769
11.14705487102553,72.86361109845143,-3.0552970013636105,-0.013500000000000121,7.578402679544395,-0.01163832571550558
11.279008798823428,73.86360461845842,-3.0588969935876156,-0.0036000000000001343,7.446448751746496,-0.011699071270488155
11.413301000829849,74.86360461845842,-3.0588969935876156,0,7.312156549740076,-0.011766289349300131
11.550059560797434,75.86360461845842,-3.0588969935876156,0,7.17539798977249,-0.011840506903684187
11.689424652660682,76.86360461845842,-3.0588969935876156,0,7.0360328979092435,-0.01192232261247563
11.831550196203429,77.86360461845842,-3.0588969935876156,0,6.893907354366497,-0.012012419436664595
11.976605815404143,78.86360461845842,-3.0588969935876156,0,6.748851735165781,-0.012111579978206116
12.124779169811882,79.86360461845842,-3.0588969935876156,0,6.600678380758042,-0.01222070541100317
12.276278749448295,80.86360461845842,-3.0588969935876156,0,6.449178801121629,-0.012340839005730578
12.431337250823088,81.86360461845842,-3.0588969935876156,0,6.294120299746837,-0.012473195622178634
12.590215688535856,82.86360461845842,-3.0588969935876156,0,6.135241862034068,-0.012619199038618304
12.75320844782513,83.86360461845842,-3.0588969935876156,0,5.972249102744793,-0.012780529696201352
12.920649554650431,84.86360461845842,-3.0588969935876156,0,5.804807995919492,-0.012959186464819408
13.092920541167635,85.86360461845842,-3.0588969935876156,0,5.632537009402289,-0.013157567555346972
13.270460430977629,86.86360461845842,-3.0588969935876156,0,5.454997119592294,-0.013378577987811054
13.453778584603848,87.86360461845842,-3.0588969935876156,0,5.271678965966076,-0.01362577453415227
13.643471471150239,88.86360461845842,-3.0588969935876156,0,5.081986079419685,-0.013903564569142499
13.84024493419644,89.86360461845842,-3.0588969935876156,0,4.885212616373483,-0.014217484154490239
14.044944315477892,90.86360461845842,-3.0588969935876156,0,4.68051323509203,-0.01457459543330971
14.25859609889825,91.86360461845842,-3.0588969935876156,0,4.466861451671672,-0.014984068693611862
14.482466933223268,92.86360461845842,-3.0588969935876156,0,4.242990617346654,-0.015458059414687935
14.71814975465391,93.86360461845842,-3.0588969935876156,0,4.007307795916012,-0.016013074018092394
14.96769385032311,94.86360461845842,-3.0588969935876156,0,3.7577637002468114,-0.016672180642164445
15.233809572270799,95.86360461845842,-3.0588969935876156,0,3.491647978299122,-0.0174687572852482
15.520207286534975,96.86360461845842,-3.0588969935876156,0,3.2052502640349463,-0.01845321450781452
15.832195405285223,97.86360461845842,-3.0588969935876156,0,3.0,-0.012964106289796556
16.165528738618555,98.86360461845842,-3.0588969935876156,0,3.0,0.0
